title,text,fake
 ,"And overall investment in fixed assets was still high, up 21.3% from the previous year - although some way off the peak of 43% seen in the first quarter of 2004.Despite the apparent rebalancing of the economy the overall growth picture remains strong, economists said.Growth in industrial output - the main target of government efforts to impose curbs on credit and investments - was 11.5% in 2004, down from 17% the previous year.China's economy has expanded by a breakneck 9.5% during 2004, faster than predicted and well above 2003's 9.1%.China raised rates by 0.27 percentage points to 5.8% - its first hike in nine years - in October 2004.China's economy is not only gathering speed thanks to domestic demand, but also from soaring sales overseas.But officials pointed out that industrial growth had slowed, with services providing much of the impetus.Despite urging to ease the peg, officials insist they are a long way from ready to make a shift to a more market-set rate.",0
 ,"""February was another good month in the manufacturing sector,"" said ISM survey chairman Norbert Ore.  ""While the overall rate of growth is slowing, the overall picture is improving as price increases and shortages are becoming less of a problem.Although the index was lower than in January, the fact that it held above 50 shows continued growth in the sector.Of the 20 manufacturing sectors surveyed by ISM, 13 reported growth.The Institute for Supply Management (ISM) index fell to 55.3 in February, from an adjusted 56.4 in January.",0
 ,"The government of Nigeria is hoping to triple cocoa production over the next three years with the launch of an ambitious development programme.Analysts said high tech-production techniques and crop spraying introduced by the government led to the huge crop, pushing production closer to levels seen in the 1960s when the country was the world's leading cocoa grower.""People who are not farming will hijack the subsidy,"" said Joshua Osagie, a cocoa farmer from Edo state told Reuters.Nigeria is currently the world's fourth-largest cocoa producer.Cocoa was the main export product in Nigeria during the 1960s.But with the coming of oil, the government began to pay less attention to the cocoa sector and production began to fall from a peak of about 400,000 tonnes a year in 1970.",0
 ,"The 337,000 new jobs added to US payrolls in October was twice the 169,000 figure that Wall Street economists had forecast.The US economy added 337,000 jobs in October - a seven-month high and far more than Wall Street expectations.Kathleen Utgoff, commissioner of the Bureau of Labor, said many of the 71,000 new construction jobs added in October were involved in rebuilding and clean-up work in Florida, and neighbouring Deep South states, following four hurricanes in August and September.Other analysts said the upbeat jobs data made it more likely that the US Federal Reserve would increase interest rates by a quarter of a percentage point to 2% when it meets next week.In addition, the Labor Department revised up the number of jobs created in the two previous months - to 139,000 in September instead of 96,000, and to 198,000 in August instead of 128,000.In a welcome economic boost for newly re-elected President George W Bush, the Labor Department figures come after a slow summer of weak jobs gains.",0
 ,"He said, ""No country can develop on the basis of foreign investment alone.""India has cleared a proposal allowing up to 100% foreign direct investment in its construction sector.The government proposal states that foreign investment of up to 100% will be allowed on the 'automatic route' in the construction sector, on projects including housing, hotels, resorts, hospitals and educational establishments.Mr Nath also announced plans to allow foreign investors to develop a smaller area of any land they acquired.Mr Majumdar also said an assessment should be made as to whether foreign investment is indeed beneficial to the country - in terms of employment and money generated - or just another way of international companies filling their deep pockets.Analysts say improving India's infrastructure will boost foreign investment in other sectors too.Previously foreign investors had to develop a much larger area, discouraging some from entering the Indian market.",0
 ,"The company didn't give details of its investment but it said the new plant would produce 150,000 cars a year.South Korea's Hyundai Motor has announced that it plans to build a second plant in India to meet the country's growing demand for cars.South Korea's top car maker estimates that the Indian market will grow 15% this year, to 920,000 vehicles, reaching 1.6 million vehicles by 2010.Hyundai expects its sales in India to grow 16% to 250,000 in 2005.Demand in India has been driven by the poor state of public transport and the very low level of car ownership, analysts said.",0
 ,"UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of replica England football kits were boosted by the Euro 2004 tournament.Umbro, which recently lost sponsorship deals with Chelsea and Celtic, said on Thursday it had signed a new four-year agreement with Scottish club Rangers.In January, Umbro announced its sponsorship agreement with Chelsea, which gave Umbro the lucrative right to make replica shirts, would end in 2006, five years earlier than expected.The firm, reporting its first annual results since listing on the London Stock Exchange in June, said the UK market had seen sales growth of 8% last year.Chief executive Peter McGuigan said the firm plans to grow sales both in the UK and internationally.",0
 ,"The US dollar's slide against the euro and yen has halted after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".Higher growth in Europe is regarded by US officials as a way the huge US current account deficit - that has been weighing on the dollar - could be reduced.US officials have also said that other economies need to grow, so the US is not the main global growth engine.The dollar was trading at $1.2944 against the euro at 2100GMT, still close to the $1.3006 record level set on 10 November.Some analysts maintain the US is secretly happy with a lower dollar which helps makes its exports cheaper in Europe, thus boosting its economy.But analysts said any gains are likely to be short-lived as problems with the US economy were still significant.A weak dollar helps boost exports and narrow the current account deficit.When a major part of the global economy is below potential there are negative consequences... for the citizens of those economies... and for their trading partners,"" he said.Economists say that the fundamentals, or key indicators, of the US economy are looking far from rosy.Mr Snow's comments may have helped shore up the dollar on Monday, but he was careful to qualify his statement.",0
 ,"Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government selling off its key production unit, the court has heard.Yukos argued that since it had a US subsidiary and local bank accounts, the US court could declare it bankrupt and stop the auction of Yugansk.But Deutsche Bank - itself a target of a Yukos lawsuit - said documents had been backdated to strengthen the case.Analysts have questioned whether a US court has any jurisdiction over Russian companies, while Moscow officials have dismissed Yukos' legal wrangling as meaningless.Its lawyer, Hugh Ray, told the court that Yukos had claimed it had transferred $27m into two Texas bank accounts opened by its new US subsidiary.Yukos chief financial officer Bruce Misamore, who had moved to the US in early December to set up Yukos USA, acknowledged the point.Deutsche Bank is involved in the case because it is itself being sued by Yukos.Yukos maintains that it filed for bankruptcy in the US because it feared it would not be able to do so in Russia.It had agreed to loan to an arm of Russian state gas firm Gazprom the money to bid for Yuganskneftegaz, as the Yukos unit is formally known.By doing so, he said, the firm had intended to reinforce its US presence - and thus its chances of getting its case heard in US courts.",0
 ,"However, a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in 2005 as global technology demand falls back.The economy's poor performance in the July to September period followed four consecutive quarters of double-digit growth as Singapore bounced back strongly from the effects of the deadly Sars virus in 2003.The advance, the second-fastest in Asia after China, was led by growth of 13.1% in the key manufacturing sector.""I am surprised at the weak fourth quarter number.That was up from the third quarter, when it fell 3.0%, but was well below analyst forecasts.",0
 ,"In October 2004, Manchester United said they had received a ""preliminary approach"", which turned out to have come from Mr Glazer.A previous approach to the United board by Mr Glazer in October last year was turned down.No bid emerged, but Mr Glazer continued to increase his holding in the club.Mr Glazer owns 28.1%.The battle for control of Manchester United has taken another turn after the club confirmed it had received a fresh takeover approach from US business tycoon Malcolm Glazer.That would have left the club with debt levels which were deemed ""not... in the best interests of the company"" by Manchester United's board when they rejected his approach last year.At the club's annual general meeting in November, Mr Glazer took revenge by using his hefty stake in the club to oust three directors from the board.Supporters' group Shareholders United - which has proved adept in rallying opposition to Mr Glazer's campaign - said it would fight any move.""If that's the case then Mr Glazer might well secure their support - if he does, this bid could well go ahead.""However, Mr Glazer's latest offer is reported to have cut the amount of borrowing needed by £200m.Joe McLean, a football specialist at accountancy firm Grant Thornton, said the support of Mr Magnier and Mr McManus was ""utterly crucial"".""Mr Glazer's bid will not proceed without their support and they have previously indicated that they are holding their stake as an investment.Malcolm Glazer was little-known in the UK until he started to build up his stake in Manchester United in late 2003.",0
 ,"Business confidence among Japanese manufacturers has weakened for the first time since March 2003, the quarterly Tankan survey has found.""The economy is at a pause but unlikely to fall"", the economy minister said.In the Bank of Japan's December survey, the balance of big manufacturers saying business conditions are better, minus those saying they are worse, was 22, down from 26 in September.Confidence among non-manufacturers was unchanged in the final quarter of 2004, but it is forecast to drop one point in the March survey.""It will feel a bit slower (next year) than this year, and growth may be a bit more gentle but the situation is that the recovery will continue,"" said economy minister Heizo Takenaka.December's confidence level was below that seen in September, the Bank of Japan said.Companies reported they expect to invest 7.7% more in the year to March 2005 than the previous year - up from expectations of 6.1% increase in the September Tankan.",0
 ,"Regular annual bonus rates on former Axa Equity & Law with-profits policies are to be cut from 2% to 1% for 2004.Axa blamed a poor stock market performance for the cut, adding that recent gains have not yet offset the market falls seen in 2001 and 2002.Axa cut payouts for the same investors last January.""The stock market has grown over the past 18 months, however not enough to undo the damage that occurred during 2001 and 2002,"" Axa spokesman Mark Hamilton, Axa spokesman, told BBC News.Life insurer Axa Sun Life has lowered annual bonus payouts for up to 50,000 with-profits investors.",0
 ,"ABN Amro, the Netherlands' largest bank, is to cut 2,850 jobs as a result of falling profits.ABN Amro is the third large European bank to announce cutbacks in the past month following Deutsche Bank and Credit Suisse Group.Deutsche Bank said earlier this month it would reduce its German workforce by 1,920 while as many as 300 jobs will be lost at Credit Suisse First Boston.The bank said it was on course for a 10% rise in net income this year but operating profits are set to fall because of a fall in US revenues.ABN Amro currently has more than 100,000 staff.ABN Amro's operations in the Netherlands and the United Kingdom will be hardest hit.",0
 ,"Japanese shares have ended the year at their highest level since 13 July amidst hopes of an economic recovery during 2005.Earlier this month, the quarterly Tankan survey of Japanese manufacturers found that business confidence had weakened for the first time since March 2003.The Nikkei index of leading shares gained 7.6% during the year to close at 11,488.76 points.The optimism in the financial markets contrast sharply with pessimism in the Japanese business community.",0
 ,"According to the Financial Times, chief operating officer Peter Chernin said that News Corp is ""kicking the tyres of pretty much all video games companies"".Video games are ""big business"", the paper quoted Mr Chernin as saying.News Corp, the media company controlled by Australian billionaire Rupert Murdoch, is eyeing a move into the video games market.France's Ubisoft, one of Europe's biggest video game publishers, has been trying to remain independent since Electronic Arts announced plans to buy 19.9% of the firm.And with their price tags reflecting the heavy investment by development companies, video games are proving almost as profitable as they are fun.The success of products such as Sony's Playstation, Microsoft's X-Box and Nintendo's Game Cube have boosted demand for video games.""We are struggling with the gap between companies like Electronic Arts (EA), which comes with a high price tag, and the next tier of companies,"" he explained during a conference in Phoenix, Arizona.",0
 ,"The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October.The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said.""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward.Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward.UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.",0
 ,"Therefore, it may be preferable for parents to contribute to the Child Trust Fund which is tax free, with any gifts from relatives that take the total above the annual £1,200 limit being directed to a deposit account.As the Child Trust Fund will not be in force in time for Christmas, relatives could invest their gifts in a higher rate children's deposit account, and use this as a feeder fund.If the account holds money gifted by friends and relatives - but not parents - any interest earned from the savings account may be set against the allowance.Where both parents and other relatives are saving on behalf of a child, consideration should be given to opening separate accounts - one for parents' gifts and one for gifts from other relatives.Interest earned by children is subject to income tax.The tax rules are different for parents who save on behalf of a child.There are accounts designed to start children off in the savings habit and they often pay a higher rate of interest.The only drawback with all financial gifts is that the children gain an absolute right to the money at age 18, and parents will have no control over how it is spent.This confirms that the account holder is a non-taxpayer and allows interest to be received without the deduction of income tax.The government is trying to encourage saving at an early age, through its new Child Trust Fund.Parents and relatives will be able to top up the fund with up to £1,200 a year, which will grow free of income and capital gains tax.Only £100 of interest (per parent) can be tax-free.It may encourage children to save or start a fund which could count towards university costs, for example.Where interest exceeds this level, the whole of the interest will be taxed on the parent.This is to prevent parents from holding their own cash savings in their children's names and taking advantage of the tax allowances.The parent or guardian will be responsible for the Bonds and will receive notification of the purchase.",0
 ,"Sales in Dr Reddy's generics business fell 8.6% to 966m rupees.Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged.Dr Reddy's has built its reputation on producing generic versions of big-name pharmaceutical products.The firm said its profits were 40m rupees ($915,000; £486,000) for the three months to December on sales which fell 8% to 4.7bn rupees.Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures.",0
 ,"BMW is to recall all cars equipped with a faulty diesel fuel-injection pump supplied by parts maker Robert Bosch.The German company is to extend a planned production break at one of its plants due to the faulty Bosch part.The faulty part does not represent a safety risk and the recall only affects pumps made in December and January.Audi said it had been hit by production bottlenecks, due to a shortage of unaffected Bosch parts.A spokesman for DaimlerChrysler, parent company of Mercedes Benz, said it will however have to halt some production.Audi and Mercedes Benz were also supplied with the defective diesel fuel-injection pumps but neither of them have to recall any vehicles.",0
 ,"BMW has forecast sales growth of at least 10% in Asia this year after registering record sales there in 2004.The luxury carmaker saw strong sales of its three marques - BMW, Mini and Rolls-Royce - in Asia last year after the launch of three new models.China remains the main area of concern for BMW after sales there fell 16% last year.BMW sold nearly 95,000 cars in Asia last year, up 2.6% on 2003.The German carmaker is aiming to boost annual sales in Asia to 150,000 by 2008.BMW sold more than 100 of the iconic models compared with just ten the previous year.",0
 ,"UK Coal said it was making ""significant progress"" in shaking up the business.The recent rise in coal prices has failed to benefit the company as most of its output had already been sold, it said.The South Yorkshire company, led by new chief executive Gerry Spindler, said it hoped to return to profit in 2006.Total production costs were £1.30 per gigajoule, UK Coal said, but the average selling price was just £1.18 per gigajoule.The company said these actions should ""significantly uplift earnings"".UK Coal operates 15 deep and surface mines across Nottinghamshire, Derbyshire, Leicestershire, Yorkshire, the West Midlands, Northumberland and Durham.",0
 ,"Separately, the SEC said it had reached a $140m deal - equally split between penalties and compensation - in its probe into Columbia Management Advisors (CAM) and Columbia Funds Distributor (CFD) and three ex-Columbia executives.The SEC also said it had brought fraud charges against two ex-senior executives of Columbia Distributor.Columbia Distributor was part of FleetBoston, bought by BOA last year.Three other ex-Columbia executives agreed settlements with the SEC.The SEC has set itself the task of stamping out the mutual funds' use of market-timing, a form of quick-fire, short-term share trading that harms the interests of small investors, with whom mutual funds are particularly popular.The SEC unveiled two separate settlements, one covering BOA's direct subsidiaries, and another for businesses that were part of FleetBoston at the time.The SEC agreed a deal totalling $375m with Banc of America Capital Management, BACAP Distributors and Banc of America Securities.In both cases, it said there had been secret deals to engage in market timing in mutual fund shares.",0
 ,"The new President, Viktor Yushchenko, has said a ""limited"" list of companies is being drawn up.""We say Krivorizhstal was stolen, and at any cost we will return it to the state,"" Mr Yushchenko told an investors' conference in Kiev.An open-ended list could further damage outside investors' fragile faith in Ukraine, said Stuart Hensel of the Economist Intelligence Unit.But the government seemed keen not to make the review look like the kind of wholesale renationalisation which many fear in Russia, Mr Hensel said.A day earlier, Mr Yushchenko - keen to reassure potential investors - had said only 30 to 40 top firms would be targeted.But on Wednesday Prime Minister Yulia Tymoshenko said the government was planning to renationalise 3,000 firms.""That way, Mr Yushchenko can go to the public and say he has forced the oligarchs to play by the rules,"" he told BBC News.Ms Tymoshenko said prosecutors had drawn up a list of more than 3,000 businesses which were to be reviewed.The list ""will be limited and final, and will not be extended after its completion"", he said.The privatisation review's number one target is a steel mill sold to a consortium which included Viktor Pinchuk, Mr Kuchma's son-in-law, for $800m (£424m) despite higher bids from several foreign groups.A resale of Krivorizhstal could potentially triple the price, according to the Economist Intelligence Unit's Mr Hensel.",0
 ,"The deal with Aggregates will give Holcim, the world's second-biggest cement maker, an entry into the UK market and boost its presence in the US.Swiss cement firm Holcim has bid $800m (£429m) to buy two Indian cement firms and a holding company in the country.It plans to buy Associated Cement Companies (ACC), Ambuja Cement Eastern and the holding firm, Ambuja Cement India Ltd, a Holcim statement said.ACC is India's second-largest cement maker with an annual capacity of 18.2 million tonnes and a market share of 13%.If the Indian deals go ahead, it will give Holcim a major presence in the world's fastest-growing market behind China.Meanwhile, UK-based firm Aggregate Industries said it had agreed a £1.8bn takeover by Holcim.",0
 ,"Indonesia, which originally accepted the debt moratorium offer, owes the Paris Club about $48bn (£25.5bn).Mr Bakrie told the Bisnis Indonesia newspaper that a $1.7bn donors' aid package meant that the debt moratorium was unnecessary.Indonesia no longer needs the debt freeze offered by the Paris Club group of creditors, Economics Minister Aburizal Bakrie has reportedly said.Nevertheless, one of Mr Bakrie's deputies, Mahendra Siregar, told AFP news agency that Indonesia was still considering the offer by the Paris Club of rich creditor nations to temporarily suspend its debt payments.Indonesia, Sri Lanka and the Seychelles accepted the Paris Club offer, which was criticised by some aid groups as being too little.The 19 member countries of the Paris Club are owed about $5bn this year in debt repayments by nations affected by the Indian Ocean tsunami.",0
 ,"""Although the EU is a customs union, there is no single EU customs administration,"" a statement issued on behalf of Robert Zoellick, US Trade Representative, said.The EU's own institutions have noted the uneven way EU customs rules are applied but failed to act, the US Trade Representative's Office said.The US said its trade with the 25 EU member countries was worth $155.2bn (£82.8bn) in 2003.The move came in the same week that the US and EU stepped back from confrontation in a tense dispute over aircraft subsidies to European manufacturer Airbus and US firm Boeing.Explaining why it has asked the WTO to set up a dispute settlement panel on customs barriers, the US Trade Representative's Office said that it wants to tackle the issue ""early in the EU's process of dealing with the problems of enlargement"".Lack of uniformity, coupled with lack of procedures for prompt EU-wide review can hinder US exports, especially for small to mid-sized businesses"", An EU spokesman in Washington dismissed the US complaint.",0
 ,"There are now 27 countries seeking membership of the WTO.The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".Before the process gets under way, all 148 WTO members must give their backing to applicant countries.Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time.",0
 ,"""Members of the joint venture including Contrack are committed to the ongoing reconstruction efforts, are actively working in Iraq and continue to look for new construction opportunities in the country,"" it said in a statement.US firms and their workers have been targets of attacks, and security concerns are said to be a major reason for the slow pace of reconstruction in Iraq.A US company has pulled out of a major contract to rebuild Iraq's transport system after attacks on reconstruction efforts, Pentagon officials have said.Lt Col Eric Schnaible of the PCO told the Associated Press news agency Contrack's withdrawal from the transportation contract was a ""mutually agreed-to separation"" and did not indicate a movement by US companies to leave Iraq.Contrack said ""the original scope of work that was envisioned could not be executed in a cost-effective manner"".",0
 ,"Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April.Mr Bell leaves a wife and daughter.Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion.Charlie Bell, the straight-talking former head of fast-food giant McDonald's, has died of cancer aged 44.Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand.Joining the company as a 15-year-old part-time worker, Mr Bell quickly moved through its ranks, becoming Australia's youngest store manager at 19.Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants.",0
 ,"The company should now be able put this dispute behind it, with the departure of Mr Camus and with the clear support given to Mr Forgeard by the Lagardere group, the main French shareholder of EADS.The other main shareholders of EADS are the French government (15%) , who also support Mr Forgeard, and Germany's DaimlerChrysler (30%).Mr Camus said in a statement that he has accepted the invitation to return full-time to the Lagardere group, which owns 30% of EADS.Fighting between Mr Camus and Mr Forgeard has hit the headlines in France and analysts feared that this fighting could destabilise the defence and aerospace group.But Mr Forgeard has denied this, telling French media that there is no current overrun in the budget.The French co-head of European defence and aerospace group EADS Philippe Camus is to leave his post.",0
 ,"Shares in Anglo-Swedish drug have closed down 8% in UK trade after the failure of its Iressa drug in a major clinical trial.John Patterson will be in charge of drug development.AstraZeneca had hoped to pitch its Iressa drug against rival medicine Tarceva.The lung cancer drug did not significantly prolong survival in patients with the disease.""This would be two of the three blockbuster drugs that were meant to power the company forward failing... and we've got risks on Crestor,"" said Nick Turner, analyst at brokers Jefferies.",0
 ,"""We chose the 7E7 after carefully considering both it and Airbus' aircraft,"" said a Japan Airlines spokesman.Japan Airlines has made a firm order for 30 of the aircraft, at $120m each, with the option to buy 20 more.Boeing is to supply Japan Airlines with up to 50 of its forthcoming 7E7 planes in a deal that could be worth as much as $6bn (£3.1bn) for the US giant.Japan Airlines said it had looked at both aircraft before choosing the 7E7, also known as the Dreamliner.Boeing continues to enjoy a dominance over Airbus in Japan, and Japanese companies are taking key roles in building the 7E7.Airbus this week announced the first pre-sale of its 7E7 rival - the A350.",0
 ,"A breakdown of the latest production figures shows mining output drove the increase, surging 2.1%, while factory output rose 0.3%.The US Federal Reserve said output from factories, mines and utilities rose 0.3% - in line with forecasts - from a revised 0.6% increase in October.The US economy grew at a respectable annual rate of 3.7% in the three months between July and September, while jobs growth averaged 178,000 during the same period.Many analysts were upbeat about the prospects for the US economy, with the increase in production coming on the heels of news of a recovery in retail sales.US industrial production continued to rise in November, albeit at a slower pace than the previous month.The latest increase means industrial output has grown 4.2% in the past year.",0
 ,"According to the Financial Times, chief operating officer Peter Chernin said that News Corp is ""kicking the tires of pretty much all video games companies"".Video games are ""big business"", the paper quoted Mr Chernin as saying.News Corp, the media company controlled by Australian billionaire Rupert Murdoch, is eyeing a move into the video games market.And with their price tags reflecting the heavy investment by development companies, video games are proving almost as profitable as they are fun.The success of products such as Sony's Playstation, Microsoft's X-Box and Nintendo's Game Cube have boosted demand for video games.",0
 ,"""The US wine market represents a growth opportunity for Diageo, with favourable demographic and consumption trends,"" said Diageo North America president Ivan Menezes.Diageo said it expects to get US regulatory approval for the deal during the first quarter of 2005.It said Chalone would be integrated into its existing US wine business.Diageo, the world's biggest spirits company, has agreed to buy Californian wine company Chalone for $260m (£134m) in an all-cash deal.",0
 ,"Brazil's unemployment rate fell to its lowest level in three years in December, according to the government.IBGE also said that average monthly salaries grew 1.9% in December 2004 from December 2003.The Brazilian Institute for Geography and Statistics (IBGE) said it fell to 9.6% in December from 10.6% in November and 10.9% in December 2003.The jobless rate average for the whole of 2004 was 11.5%, down from 12.3% in 2003, the IBGE said.The unemployment rate has been falling gradually since April 2004 when it reached a peak of 13.1%.However, average monthly wages fell 1.8% in December to 895.4 reais ($332; £179.3) from November.",0
 ,"Children in the UK between the ages of 10 and 17 had an annual income of £775, said market analyst Datamonitor.They use ""pester power"" to get their parents to stump up nearly a third of this income, the report said.According to the Datamonitor report the trend marked British teenagers out as ""particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long-term beauty routines"".British children enjoy the highest average annual income in Europe - more than double that of Spanish or Italian youngsters, a report suggests.",0
 ,"Richard Jeffrey, chief economist at Bridgewell Securities, said it was very unlikely that the Bank of England would put rates up again this time around.UK interest rates are set to remain on hold at 4.75% following the latest meeting of the Bank of England.The Bank's rate-setting committee has put up rates five times in the past year but rates have been on hold since September amid signs of a slowdown.However, Mr Jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked.""I still think interest rates are going up,"" he said.",0
 ,"It said it would put this commitment on paper.The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict.The firm promised no jobs would be lost as a result of new ticket machines.Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table.",0
 ,"Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.The newspaper said many Saudi women found his explanation ""a pitiful excuse for not employing women"".""I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time.""""Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society,"" Arab News quoted Prince Saud as saying.",0
 ,"""The MPC judges that overall growth was a little higher in the third quarter than the official data currently indicate,"" Ms Lomax said.""Recent work by the Bank has shown that private sector surveys add value, even when preliminary ONS estimates are available,"" Ms Lomax said in a speech to the North Wales Business Club.Private sector business surveys suggest a stronger economy than official estimates, Ms Lomax said.""This year rising oil prices and a significant slowdown in the housing market have awoken bad memories of the 1970s and 1980s,"" Ms Lomax said.The UK economy probably grew at a faster rate in the third quarter than the 0.4% reported, according to Bank of England deputy governor Rachel Lomax.Her remarks follow criticism from the House of Lords Economic Affairs Committee, which said the MPC had held interest rates too high given that inflation was way below the 2% target.Improving the quality of national statistics is the single the best way of making sure the Monetary Policy Committee (MPC) makes the right decisions, she said.Though reliable, ONS data takes longer to publish, so now the BoE is calling for faster delivery of data so it can make more effective policy decisions.The Bank said successful monetary policy depends on having good information.",0
 ,"Argentine President Nestor Kirchner and Venezuelan President Hugo Chavez signed the deal in Buenos Aires on Tuesday.Argentina and Venezuela have extended a food-for-oil deal, which helped the former to overcome a severe energy crisis last year.Last April, Argentina signed a $240m agreement to import Venezuelan fuel in exchange for agricultural goods and this deal has now been extended.President Chavez added that Brazil's Petrobras could join soon the co-operation deal.The two countries also formalised a co-operation deal between Venezuelan energy firm PDVSA and Argentina's Enarsa.",0
 ,"Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years.In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter.In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast.The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004.",0
 ,"Merrill Lynch are sole bookrunners for Air China's flotation, which will take the form of a share placing with institutional investors in London, though retail investors may be able to buy Air China shares in Hong Kong.""We are delighted that Air China has chosen London for its listing outside China,"" said LSE chief executive Clara Furse.Air China's primary listing will be in Hong Kong, with a secondary listing in London.China's national airline is to make its overseas stock market debut with a dual listing in London and Hong Kong, the London Stock Exchange (LSE) has said.Air China's long-awaited flotation is part of a strategy to modernise a dozen state-owned carriers, which have been reorganised into three groups under Air China, China Southern and China Eastern.A spokesman for the LSE said: ""We've been engaged with them (Air China) for about 18 months, two years now.""Air China plans to raise $1bn (£514m) from the flotation.The shares will be denominated in Hong Kong dollars.",0
 ,"Mr Brown said it was ""winning support every day"" and said a programme had been agreed to draw up more details in time for the G8 summit in July.G7 finance ministers have backed plans to write off up to 100% of the debts of some of the world's poorest countries.Mr Brown said G7 ministers had agreed to defer debt interest payments and repayments for some countries affected by the tsunami until the end of 2005.Mr Brown said it was a major breakthrough for the international organisations to offer up to 100% multilateral debt relief - ""the vast bulk"" of money owed by the poorest countries.UK chancellor Gordon Brown said the London meeting of the world's seven richest nations would be remembered as ""the 100% debt relief summit"".""We could be at the beginning of the final stage of the process where the debts that were owed by the poorest countries, built up over 20 or 30 years, debts that are simply unpayable in the real world, are finally taken care of,"" he said.But the US says it cannot support Mr Brown's International Finance Facility to boost aid to developing countries.G7 ministers called for more flexibility in international exchange rates and said ""excess volatility"" would impede economic growth.But US Treasury Under-Secretary John Taylor said the US could not support the IFF because of its ""legislative process"".But UK plans for an International Finance Facility (IFF) to help deal with debt in the developing world have not been agreed.He said much of the money pledged by the US had not yet been dispensed.BBC correspondents said the meeting had produced some movement towards the UK's ambitions, but much work was needed.BBC correspondent Patrick Bartlett said while it was an agreement in principle, the organisations involved now have to look at how it would work in practice.""The US is completely committed to poverty reduction and providing financing to do that,"" he said.",0
 ,"The UK pension system has been branded inadequate and too complex by a leading retirement think-tank.The think tank's proposals were made in response to the recent publication of the Pensions Commission's initial report into UK retirement savings.The report added that a combination of higher taxes, higher savings and/or a higher average retirement age was needed to solve the UK pension crisis.According to the Pensions Commission's report 12 million working people are not saving enough for their retirement.",0
 ,"The China Three Gorges Project Corp is refusing to obey a government order to stop construction of one of its giant dams, the Chinese state press has said.The firm has also ignored orders to stop construction at two of its other projects - the Three Gorges Underground Power Plant and the Three Gorges Project Electrical Power Supply Plant.The China Three Gorges Project Corp could now face a fine up to 200,000 yuan ($24,000; £12,700).The builder of the Three Gorges Dam is continuing work on the sister Xiluodu dam, said the Beijing News.""The Three Gorges Corporation has all along abided by the law and have built our projects in accordance with the law,"" it said.It is a sister project to the main Three Gorges Dam downstream where more than half a million people have had to be relocated, drawing criticism from environmental groups and overseas human rights activists.",0
